label_type	anchor_text	anchor_indices	anchor_values	anchor_question	positive_text	positive_indices	positive_values	positive_question	negative_text	negative_indices	negative_values	negative_question
TYP	another persecuted writer, british author salman rushdie made a surprise appearance at the fair's opening ceremony and visited his german publishers exhibition on wednesday.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does Salman Rushdie usually make appearances at events? Please choose a time unit that best describes it from the options.	czech rider ondrej sosenka set a new world one-hour cycling record at the krylatskoye olympic indoor track, russian cycling federation deputy president yury kucheryavy told afp.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does a cyclist typically set a new cycling record? Please choose a time unit that best describes it from the options.	the deaths occurred at jinjira, an industrial town outside dhaka, said a police official, speaking on customary condition of anonymity.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	When do such deaths usually occur? Please choose a time unit that best describes it from the options.
TYP	the national abortion rights action league began running $ 500,000 worth of television ads in oregon, minnesota and wisconsin that are aimed directly at nader voters.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time does the national abortion rights action league usually run the television ads? Please choose a time unit that best describes it from the options.	janikowski testified he did not know ghb was present when police arrested him, and that he was n't even sure what ghb was.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does janikowski usually testify? Please choose a time unit that best describes it from the options.	hong kong gold prices opened lower at 644.00-644.50 us dollars an ounce, down from wednesday's close of 668.30-668.80 dollars.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When do the gold prices usually open? Please choose a time unit that best describes it from the options.
TYP	the rebels were forced out of naway-i-barakzayi district tuesday and southernmost garmser by coalition and afghan troops.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time do the rebels usually get forced out of regions like naway-i-barakzayi and garmser? Please choose a time unit that best describes it from the options.	about 150 mourners, many of them bearded young men in flowing robes, chanted as the casket was brought through a police barricade set up to keep reporters away from the burial site.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When do mourners typically chant during the burial process? Please choose a time unit that best describes it from the options.	speaking to reporters in beijing, zhu said that china was prepared ` ` to make the biggest concessions''possible to gain membership in the 134-nation wto, an economic prize china has long sought.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When does Zhu usually make statements to reporters? Please choose a time unit that best describes it from the options.
TYP	and the giants offense's best friend from a year ago _ defensive pass interference _ returned.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time does defensive pass interference usually return? Please choose a time unit that best describes it from the options.	` ` we do plan to address the matter at our september board meeting,''a spokeswoman for the new york stock exchange said.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does the New York Stock Exchange usually address such matters at their board meetings? Please choose a time unit that best describes it from the options.	highways across wide areas of oklahoma remained closed because of flood damage.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	When do the highways usually remain closed due to flood damage? Please choose a time unit that best describes it from the options.
TYP	us retail sales dropped a surprise 1.1 percent in march after two months of gains, amid rising unemployment and worries about job security, seasonally adjusted government data showed.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time is the government data usually adjusted? Please choose a time unit that best describes it from the options.	with the owners lockout reaching its 81st day, the ` ` drop-dead date''for canceling the season moved closer.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does the owners lockout usually reach a significant duration? Please choose a time unit that best describes it from the options.	former cardinals offensive lineman ernest dye, a 1994 first-round draft pick who was out of football last year, worked out for the pittsburgh steelers in phoenix.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does Ernest Dye usually work out for teams? Please choose a time unit that best describes it from the options.
TYP	france confirmed the deposition of accusations by three french families against former chilean president augusto pinochet, which could lead french authorities to demand the extradition of the general from britain.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does france usually confirm depositions of accusations? Please choose a time unit that best describes it from the options.	us envoy richard holbrooke outlined to nato new plans to beat insurgents in afghanistan, an official said, as president barack obama seeks a way to end more than seven years of fighting.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When does the envoy usually outline plans to NATO? Please choose a time unit that best describes it from the options.	german sports equipment group adidas posted a 93-percent drop in second-quarter profit which swamped losses elsewhere in the country's retail sector, but confirmed its full-year outlook.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does adidas usually post its profit reports? Please choose a time unit that best describes it from the options.
TYP	russian foreign minister sergei lavrov met with the leader of georgia's separatist republic of abkhazia, sergei bagapsh, who thanked moscow for its financial support.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When do russian foreign ministers usually meet with leaders of separatist republics? Please choose a time unit that best describes it from the options.	the ukrainian president is slated to travel wednesday to kyrgyzstan and return to kiev.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time does the president usually return to kiev after a trip? Please choose a time unit that best describes it from the options.	prosecutor lyn durham said that moore knew what he was doing when he grabbed a patrolman's gun and killed two officers and a radio dispatcher.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time do prosecutors usually make statements like this one? Please choose a time unit that best describes it from the options.
TYP	syrian armed forces appear to be moving closer to the armistice line as damascus spearheads an unprecendented armaments drive, shrieked israel's haaretz newspaper from its front page.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time does the newspaper usually shriek such headlines? Please choose a time unit that best describes it from the options.	yang, a surprise package of the competition with a 41-21 win over south korean world champion in the quarterfinal, was overwhelmed by a more experienced filipino.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time does yang usually get overwhelmed by more experienced opponents? Please choose a time unit that best describes it from the options.	police continued their campaign to drive vendors off the streets of the capital and provincial cities.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When do the police usually continue their campaign to drive vendors off the streets? Please choose a time unit that best describes it from the options.
TYP	the resignations, announced by the cabinet members led by finance secretary cesar purisima, would only strengthen the presidency, said arroyo political adviser gabriel claudio.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When do cabinet members usually announce their resignations? Please choose a time unit that best describes it from the options.	the attack, apparently retaliation for deadly missile strikes reported, may affect an agreement between militants and pakistan's government.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When are the deadly missile strikes usually reported? Please choose a time unit that best describes it from the options.	the quasi-official taiwan external trade development council (taitra) is inviting local manufacturers to take part in consultations with japan-based hirata co. on machine parts procurement in taipei, a taitra official said.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	When do the consultations with japan-based hirata co. usually take place? Please choose a time unit that best describes it from the options.
TYP	deng was quoted as saying that despite his country's support for moi's call to reopen talks with the rebels, it objected to the membership of eritrea and uganda in the mediating group.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time is deng usually quoted? Please choose a time unit that best describes it from the options.	a top adviser to the european court of justice ruled in favor of igor simutenkov, who contends his playing opportunities in europe were hampered by limits on non-eu players in spain.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does the european court of justice typically rule on cases? Please choose a time unit that best describes it from the options.	that's what gephardt, who stopped in kansas city for a political fund-raiser, said in an interview with the kansas city star.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does Gephardt usually give interviews? Please choose a time unit that best describes it from the options.
TYP	separately, south korea's chief envoy to the six-party talks, song min-soon, attended the welcome dinner here for the north korean delegates, unification ministry spokesman yang chang-seok said.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time does the chief envoy usually attend the welcome dinner? Please choose a time unit that best describes it from the options.	vw-stock-price (dateline tk)--shares in volkswagen nearly halved after porsche took steps to ease a squeeze on short sellers that more than quadrupled the stock in days.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When do the shares in volkswagen typically halve? Please choose a time unit that best describes it from the options.	house votes: 1) bill number: suicide the house approved, 271-156, a bill to ban doctor-assisted suicide.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the house usually approve bills like the one to ban doctor-assisted suicide? Please choose a time unit that best describes it from the options.
