DUR	Of course, they would be closing in 5 minutes, so I would have to hurry up or get it the next day.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long until they close? Which time unit best describes it?
TYP	In this time, visitors will come to the house, pay their respects to the deceased and their family, and have a couple of cups of tea with a sandwich or a bun.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes when visitors come to pay their respects and share tea?
FREQ	"Then to the beat of ""dhin, dhin, ..., ta', ta'"" the dancers begin their step, placing the big toe behind the heel of the other foot."	43 44 45 46 47 48 49 50 51 120 121 122	0.7412392700826488 0.24912843928090708 0.009458406390501939 0.00016606286478555588 7.30646267660146e-06 5.120999881870982e-07 2.807187666675083e-09 1.1281434169352893e-11 2.2746998844715235e-14 0.0 0.0 0.0	How often do the dancers begin their step? Which time unit best describes how often they begin their step?
TYP	“Do not take away the food dish from the birds; they will associate you as the person who takes away their food.”	10 11 12 13 14 15 16 17 120 121 122 123	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.001 0.0 0.0 0.0 0.0	At what time does taking away the birds' food dish usually happen? Which time unit best describes it?
DUR	Microsoft has not announced their new console yet, though it is believed to be in the works.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long has the new Microsoft console been in development? Which time unit best describes it?
TYP	By the way, have you read the Declaration of Independence and US Constitution, or do you only know the first phrases?	10 11 12 13 14 15 16 17 120 121 122 123	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.001 0.0 0.0 0.0 0.0	At what time do people typically read the Declaration of Independence and the US Constitution? Which time unit best describes it?
FREQ	If she has no male to fertilize the eggs, the eggs will always be infertile.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often are the eggs infertile when there is no male to fertilize them? Which time unit best describes it?
DUR	2005 could find you doing well career-wise—and aspiring to climb even higher.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long did this period of career success last? Which time unit best describes it?
FREQ	I would n't know -- I do n't particularly like scary movies, and I have n't tried this with my pet.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do they try this with their pet? Which time unit best describes it?
TYP	The sales men were very knowledgeable about every aspect of every car we looked at.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	At what time do people look at cars? Which time unit best describes it?
TYP	n3td3v saw this story on BBC News Online and thought you should see it.	10 11 12 13 14 15 16 17 120 121 122 123	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.001 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes it?
FREQ	In fact, every once in a while, he seems to get ill in one way or another; and then he bounces back like nothing has happened.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often does he get ill? Which time unit best describes it?
DUR	I have n't been able to find a shoe repair place in Seattle since that has been able to do it.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long have you been unable to find a shoe repair place in Seattle? Which time unit best describes it?
DUR	Anyhow, after reading some of the other reviews, it seems like some of the other reviewers are expecting miracles.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did it take to read some of the other reviews? Which time unit best describes it?
DUR	Our bathroom fan, one electric outlet, and 2 leaky sinks have yet to be fixed.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long will it take to fix the bathroom fan, outlet and sinks? Which time unit best describes it?
DUR	Both Mr. Parenteau and Ms. Doyon, however, were bleeding badly.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did they bleed badly? Which time unit best describes it?
DUR	I got the order completed, and then questioned the technician since it came out about $40 less than I expected.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did it take to get the order completed? Which time unit best describes it?
TYP	Then, the next morning, when we, among many other irate guests, asked to speak to the owner, he refused to do so.	10 11 12 13 14 15 16 17 120 121 122 123	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.001 0.0 0.0 0.0 0.0	When did they ask to speak to the owner? Which time unit best describes it?
DUR	When the male's aggressive behavior stops, it is ready to spawn.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long does the male's aggressive behavior last before it is ready to spawn? Which time unit best describes it?
FREQ	You do n't want to spend more than $20, and yet you have an expensive hobby like riding horses?	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often do you ride horses? Which time unit best describes it?
FREQ	So you can pretty much get whatever deal you want anytime.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often can you get whatever deal you want? Which time unit best describes it?
DUR	He was going to operate and replace my bicuspid aortic valve due to critical aortic stenosis.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did the operation to replace the bicuspid aortic valve take? Which time unit best describes it?
DUR	Took a laptop in for a video cable to be replaced.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did it take to have the laptop's video cable replaced? Which time unit best describes it?
DUR	He said it was the same tire, and verified this, after checking both the actual tire on my car and my service papers from earlier in the week.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long was the time between the service and the verification? Which time unit best describes it?
DUR	Sometimes you can make a bad decision very quickly, then regret it for many years to come.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long might someone regret that decision? Which time unit best describes it?
TYP	We have since moved slightly further away from the centre, but it's worth the extra travel, as the care provided exceeds our expectations... especially after a few horrendous daycare experiences elsewhere.	10 11 12 13 14 15 16 17 120 121 122 123	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.001 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes when the child attends daycare?
DUR	The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long did the redeployment of troops take? Which time unit best describes it?
FREQ	The price of crude oil on the international market hit a record $70.85 a barrel due to the vulnerability of oil and gas fields in the Gulf of Mexico.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do crude oil prices hit a record like this? Which time unit best describes it?
TYP	I called on a Friday at 12:30 complaining of a severe toothache.	10 11 12 13 14 15 16 17 120 121 122 123	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does calling to complain of a severe toothache usually happen? Which time unit best describes it?
DUR	It also came with free balance and rotation for the life of the tires!	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long does the free balance and rotation last? Which time unit best describes it?
DUR	1542 LEONARDO, Giovanni (a.k.a. Il Puttino / the Boy) born in Calaria.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did the birth last? Which time unit best describes it?
DUR	My family and I are planning to shift to Fujairah in a couple of years.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long until my family and I shift to Fujairah? Which time unit best describes it?
TYP	I would suggest a warmer season, but not Spring Break or early summer.	37 38 39 40 120 121 122 123 124 125 126 127	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	The speaker is recommending a warmer season but excludes Spring Break and early summer. Which time unit best describes the suggested time of year?
DUR	First of all, if you call for an appointment, they won't tell you to call back a month later so you can then make one.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long would you have to wait to call back for an appointment? Which time unit best describes the wait?
TYP	Action Network is also a good place to post details of events, or try to rally together a group if you want to take action in your area.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	At what time do people usually rally together to take action in their area? Which time unit best describes it?
DUR	14 - Percentage carbon dioxide emissions will increase over the next 10 years under Bush's own global-warming plan (an increase of 30 per cent above their 1990 levels).	1 2 3 4 5 6 7 8 9 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How long will the increase in carbon dioxide emissions last? Which time unit best describes it?
